'LAKE NAME', 'CONTENTS', 'DATE', 'FUZZY MATCH'
KEWEENAW_MANGANESE_MNGM_0004_1.csv,"7. 2000 legal brook trout planted  1943, 1944, 1945. ",10/57 ,1
KEWEENAW_MANGANESE_MNGM_0004_1.csv,11. 1500 legal and 5000 fing. brook  trout planted in 1947 and 1948.  11 (cont). 1500 legal brook trout planted  annually 1949 thru 1951.  8( (cont). 2 whitefish taken by netting.  11 (cont). 500 legal brook trout planted  annually 1952 thru 1956. 12. Warmwater fish pop. removed by  poisoning. ,,1
MUSKEGON_BROWNS_MNGM_0001_1.csv,"5. Planted with 1,000 sublegal rainbow  trout  Planted with 4, 500 spring finger  rainbow trout ",/65 ,0
MUSKEGON_BROWNS_MNGM_0001_1.csv,"7. Stocked wi th 6, 000 spring fing.  rainbow trout ",2/67 ,0
MUSKEGON_BROWNS_MNGM_0001_1.csv,8. Pond planted with 600 brown  trout yearlings ,6/67 ,1
MUSKEGON_BROWNS_MNGM_0001_1.csv,"11. Stocked 6,000 brown trout. ",9/69 ,0
MUSKEGON_BROWNS_MNGM_0001_1.csv,12. Stocked. ,10/69 ,0
ANTRIM_TORCH_MNGM_0001_1.csv,"2. Plantings since 1932: Perch,  278,000; bluegills, 15,000;  walleye fry, 5,545,000. Planting  warm-water species to sustain  populations discontinued in state.  No warm water species planted, ",'56 ,0
ANTRIM_TORCH_MNGM_0001_1.csv,"3. Lake trout planted, 1933-'43:  565,800 fingerlings and 637 (A)  Also 42,10 fingerling rainbows  3,930 (A). Lake trout 25,000 (5)  planted 1945. ",5/59 ,1
ANTRIM_TORCH_MNGM_0001_1.csv,8. Planting program began fall 1965 9. Done. Poor survival & growth.  Kokanee plants discontinued. ,,0
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,4. 500 legal brook trout planted in  1962. ,1/65 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,4. 500 legal brook & 1500 legal r'bow  trout planted in 1963. ,1/65 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,"4. 500 legal brook (x 4.5"") & 430  legal r'bows (x 7.9"") planted in 1964. ",1/65 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,"8. R'bows & splake released 1969,70. ",1/71 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,"9. R'bows released 1972, 1973, 1974. ",2/75 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,"7.2"" released 6/78. 3200 rbw trout  released in 1977. ",12/79 ,1
GOGEBIC_COUNTYLINE_MNGM_0001_2.csv,9.cont'd 1800 Y rbw released  6/80 ,9/80 ,1
BARAGA_HIGHLIFE_MNGM_0001_1.csv,"2. 6,600 7-10"" brook trout stocked  1954. ",1954 ,1
ONTONAGON_COURTNEY_MNGM_0001_1.csv,"2. 1500(A) rainbow trout planted annually  in the fall, 1951-1955. ",12/55 ,1
ONTONAGON_COURTNEY_MNGM_0001_1.csv,6. 1500(A) and 7500(F) rainbows planted  1956. 7500(F) rainbows planted  1957-58. ,1/59 ,1
ONTONAGON_COURTNEY_MNGM_0001_1.csv,10. 3700 sublegal and 2500 legal rainbow  trout planted in 1960 ,9/59 ,1
WASHTENAW_BLIND_MNGM_0001_1.csv,"4. 2,000 splake yearlings stocked  5/12/72 ",,1
KALAMAZOO_INDIAN_MNGM_0003_1.csv,9. Private walleye stocking cont. ,,1
GRANDTRAVERSE_SANDLAKE1_MNGM_0003_2.csv,"15. Lake treated fall, 1971. Treatment  successful.  NOTE: Lake still toxic in October,  Restocking planned for spring  1972 after toxicity check. ",1/72 ,0
MARQUETTE_MOCCASIN_MNGM_0003_1.csv,1. Lake released from experimental  status effective 1966 ,7/68 ,1
MARQUETTE_MOCCASIN_MNGM_0003_1.csv,5. Netting and interviews 6/16/72  indicate planting program success ,6/72 ,1
KENT_CAMPAU_MNGM_0001_1.csv,"7. Stocked with rainbow trout  (22,000) and 1. m. bass ",5/66 ,0
KENT_CAMPAU_MNGM_0001_1.csv,"8. 40 adult 1. m. bass planted, 4, 00  fing. 1. m. bass planted ",6/66 ,1
KENT_CAMPAU_MNGM_0001_1.csv,"9. 1, 775 tiiger muskies planted ",6/66 ,1
KENT_CAMPAU_MNGM_0001_1.csv,10. 117 adult crappies stocked  5/23/67 ,5/67 ,1
KENT_CAMPAU_MNGM_0001_1.csv,"15. Planted 2,000 tiger muskies. ",1969 ,0
HOUGHTON_SANDY_MNGM_0002_1.csv,"2. 150 adult n. pike and 10,000 blue-  gill fingerlings stocked 1960 ",7/74 ,1
IRON_DEER_MNGM_0001_1.csv,1. No fish planted 1942 ,10/60 ,1
IRON_DEER_MNGM_0001_1.csv,7. Netting in fall prior to planting  yielded no rainbow trout. ,,1
IRON_DEER_MNGM_0001_1.csv,"8. 2,500 (A) rainbow trout stocked  in 1954. Creel census indicates  both rainbow and brook trout are  being taken in fair numbers. ",,1
IRON_DEER_MNGM_0001_1.csv,"8. Rainbow trout taken in both inlet  and outlet. Creel Census indicates  some taken in lake. Rainbow trout  planted 2,500 (A) 1951, 1952,  1953. ",,1
CHEBOYGAN_MULLETT_MNGM_0001_1.csv,2. Returns from planted lake trout  have been almost nil - program  discontinued after 1951. ,7/56 ,1
CHEBOYGAN_MULLETT_MNGM_0001_1.csv,5. Planting completed 11/61 ,12/61 ,0
CHEBOYGAN_MULLETT_MNGM_0001_1.csv,7. Survey and evaluation by netting  completed in 1967. No lake trout  captured. Splake survival good  when planted at a large size. Good  pike--walleye population. ,RAD1968 ,1
CHEBOYGAN_MULLETT_MNGM_0001_1.csv,"8. Lake planted with 50,000 lake trout  in 1970 and 50,000 in 1971. ",3/72 ,1
CHEBOYGAN_VINCENT_MNGM_0001_1.csv,"1.1950 2,000 (2.5"") ligula  and 1,000 (2"") LNIB planted ",6/58 ,1
CHEBOYGAN_VINCENT_MNGM_0001_1.csv,"3. 3,000 bluegill fingerlings  planted in 1956, 600 largemouth  bass fingerlings in 1957. ",9/61 ,1
GOGEBIC_GUDEGAST_MNGM_0001_1.csv,3. Done; 900 Browns X 5.3 released  5/73. ,5/73 ,1
GOGEBIC_GUDEGAST_MNGM_0001_1.csv,"4. Netted 5/74; browns released 5/73  now average 11.6"". ",5/74 ,1
GOGEBIC_GUDEGAST_MNGM_0001_1.csv,"5. 900 browns 5.6"" released 6/75. ",12/79 ,1
GOGEBIC_GUDEGAST_MNGM_0001_1.csv,"5. 600 brown trout yearlings ave. 5.2""  released 6/78, 600 brown trout  released in 1977. ",12/79 ,1
GOGEBIC_GUDEGAST_MNGM_0001_1.csv,5.con'd. 1800 brn trt. 6.2 cm  released 6/80 ,,1
MARQUETTE_BEAR_MNGM_0003_1.csv,"1. Trout planted in 1954, 55 and 56. ",1-59 ,1
LAKE_LITTLEBASS_MNGM_0003_1.csv,"1. 1000 (6.6"") rainbow stocked by  U.S.F.W.S. ",1950 ,1
NEWAYGO_BILLS_MNGM_0004_1.csv,"7. 5,000 (9.0"") rainbow stocked 4/57  (1.1"") rainbow stocked 12/57. ",1/58 ,1
HILLSDALE_BERRY_MNGM_0003_1.csv,1. Lake classified and fish species  7/31 and 9/39. Panfish prevalent.  Stocking: bgills. 1937-45; lm. bass  Lake mapped 7/13/31 by IFR. ,,0
LAKE_MCCARTHY_MNGM_0003_1.csv,"9. 500 (6.0"") largemouth bass  stocked 10/55. ",2/55 ,1
OAKLAND_BALDMT_MNGM_0003_1.csv,"7. Planted 3500 6. 1"" rainbow and  100 5. 4"" brook trout  Planted 300 11. 3 brown and  25 18"" brook trout ",10/66 ,0
OAKLAND_BALDMT_MNGM_0003_1.csv,11. Stocked accordingly 1966 - ,,0
BARAGA_KEEWAYDIN_MNGM_0001_2.csv,"12. con't. Netted 8/79. 2 w.eyes re-  leased 1971 collected. Perch &  p. seed levels low. Suckers large  and abundant, sm. bass abundant  small; growth rates of all species ",12/79 ,1
BARAGA_KEEWAYDIN_MNGM_0001_2.csv,"15. 302,000 W. eye F. released  5/80 ",11/80 ,1
WASHTENAW_SUPERIOR_MNGM_0001_1.csv,"3. 2,000 3.6 pike stocked 6/24/60 ",8/60 ,1
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,"2. Planted 3,750 to 5000 brook trout  fingerlings, 1933-1937. Rainbow  trout planted in 1939, 1941 and  1942, and grayling in 1937. No  other fish planted. Recommendation  revised. ",1-29-46 ,0
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,5. Planted brook trout 400 (yr)  and 200 (A) in 1944 and 1945.  Recommendation revised. ,,0
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,"6. Planted 3000 (7) brook trout, ",,0
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,"7. Planted with brown trout and  used as control in fertilization  experiments in 1948, 1949, 1950.  Poisoned in Sept. 1950. ",,0
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,8. Not planted in 1951--lake still  toxic following poisoning. ,,1
CHEBOYGAN_HEMLOCK_MNGM_0001_1.csv,9. Planted as scheduled in fall. No  over-winter survival-- (lake still  toxic?) judged from netting results ,,0
BENZIE_CRYSTAL_MNGM_0001_2.csv,13. Done 1976. Planted fish making  positive contribution. ,1/77 ,0
WASHTENAW_PORTAGEBIG_MNGM_0001_1.csv,"1. Stocking: bgills. 1937-42; 1. m. bass  perch 1937-39; walleyes 1937, 38  Lake mapped 3/39 by IFR. Lake  9/41. Panfish and forage fish  No warmwater fish stocked since  trout stocked 1942, 43, 44. ",-42; ,0
WASHTENAW_PORTAGEBIG_MNGM_0001_1.csv,"6. Legal size rainbow trout stocked  1955, 56, 58-64. ",1950 ,1
WASHTENAW_PORTAGEBIG_MNGM_0001_1.csv,8. Planted fall fingerling rainbows  Sept. 1965 ,1965 ,0
WASHTENAW_PORTAGEBIG_MNGM_0001_1.csv,9. Trout stocking program discontinued  4/70. ,8/68 ,1
MARQUETTE_JUST_MNGM_0003_1.csv,"4. Yearling brook trout planted in  5B. Done, 1979. Angler complaints not  valid. Large population of 12-16"" BKT. ",7/68 ,1
LAPEER_SQUAW_MNGM_0001_1.csv,2. Restocked as recorded. Fish ,71&72 ,0
WASHTENAW_FOURMILE_MNGM_0001_1.csv,"1. Stocking: bluegills 1937-40; 1. m.  perch 1939. Lake inventory 7/41.  N. pike, bass, panfish and forage fish  Stocking discontinued.  Lake mapped 3/41 by IFR ",1938-41; ,0
KENT_LIME_MNGM_0001_1.csv,"1. 1000 legal-sized rainbow trout  stocked in 1951, 1952 and 1953.  Good returns. ",1954 ,1
KENT_LIME_MNGM_0001_1.csv,"6. Stocked with trout fingerlings  (3, 000) ",8/66 ,0
KENT_LIME_MNGM_0001_1.csv,"7. Lake surveyed (4 trout taken,  many collection  perch; see data) 8. Lake planted with 2,400 rainbow  trout fingerlings ","8/66, ",1
KENT_LIME_MNGM_0001_1.csv,"10. Stocked with ,000 rainbow trout  yearlings. ",6/67 ,0
KENT_LIME_MNGM_0001_1.csv,"12. Stocked 3,000 rainbow trout year] ",6/69 ,0
BRANCH_MARBLE_MNGM_0006_1.csv,1. General surveys conducted 1927  1939. Bluegills stocked 1937-45; ,1966 ,1
HOUGHTON_WEBBER_MNGM_0004_1.csv,"1. Largemouth bass, 1000 (3) and  bluegills, 2,000 (15) planted ",1945 ,1
LUCE_PEANUT_MNGM_0001_1.csv,4. Brook trout stocked as per rec. ,1950.0,1
LUCE_PEANUT_MNGM_0001_1.csv,"6. Change in trout stocking program  as re-introduction of bluegills by  persons unknown. Bluegills & LM  bass appeared in 1951  2a. Poisoned Oct. 8, 1957(LSI) - gill  netted 11/57 (total kill) still  toxic 11/57  4a. Brook trout stocked according to  rec. See stock. record. Excellent  fishing 1959 & 1960; in 1961 stock  200(L) in June & 400 in October  Fishing good 1961 (L)  4b. Stocked 3000(SL) brook trout  and 400(L) 1965  4c. Brook trout stocked 5000 (FF)  1966; 1500(Y) 1967; 1500(Y) 1968 ",1952.0,0
SCHOOLCRAFT_ASHFORD_MNGM_0003_2.csv,12. Stocked as recommended. ,1962.0,0
ALGER_SKEELS_MNGM_0001_1.csv,5. W.E. stocked 1981  and 1982 ,12/81 ,1
ALGER_SKEELS_MNGM_0001_1.csv,7. SMB fingerlings planted 9/82 ,1982 ,1
DICKINSON_ANTOINE_MNGM_0001_2.csv,7. Done. Excellent SM and LM bass and  Pike populations. Walleyes planted  in 1966 not reproducing. ,1/70 ,1
DICKINSON_ANTOINE_MNGM_0001_2.csv,"10. Done. 3,000 fingerlings  planted 1976; 3,000  fingerlings planted 1977 ",1/78 ,1
DICKINSON_ANTOINE_MNGM_0001_2.csv,"10. 3,000 planted 1978. ",1/79 ,1
DICKINSON_ANTOINE_MNGM_0001_2.csv,"6. Cont. Walleye fry planting summary:  1974-400,000; 1977-700,000; 1978-700,000. ",2/79 ,1
DICKINSON_ANTOINE_MNGM_0001_2.csv,"10. Continued. 3,000 F tiger muskies  and 10,000 F walleyes planted  1979. ",4/80 ,1
STJOSEPH_KLINGER_MNGM_0001_1.csv,7. Stocking discontinued. ,4/75 ,0
ALCONA_CEDAR_MNGM_0001_1.csv,1. Walleyes not planted in 1956.  Nets caught no walleyes during  inventory in 1956. Stocking  fingerlings on an experimental  maintenance basis appears  justified. ,7/56 ,0
ALCONA_CEDAR_MNGM_0001_1.csv,"1. (cont'd) 6,000 walleye fingerlings  planted 1957 ",4/57 ,1
MONTMORENCY_VOYERLAKEINLETDAM_MNGM_0001_1.csv,"5. Modification in planting program  as a result of questionable re-  sults from earlier plants. See  correspondence from Shetter.  2/13/51, and A.S. Hazzard 10/3/51 ",,1
LEELANAU_LEELANAUSOUTH_MNGM_0003_1.csv,4. Planted brown trout have made a  very good showing ,8/58 ,0
LEELANAU_LEELANAUSOUTH_MNGM_0003_1.csv,6. Good returns from planted trout. ,3/67 ,1
LEELANAU_LEELANAUSOUTH_MNGM_0003_1.csv,"7. 5,000 L. brown trout planted  1959-64. ",2/69 ,1
LEELANAU_LEELANAUSOUTH_MNGM_0003_1.csv,"8. 25,000 SF brown trout planted ",2/69 ,1
LEELANAU_LEELANAUSOUTH_MNGM_0003_1.csv,"10. 10,000 Y brown trout planted ",,1
LAKE_CECILIA_MNGM_0002_1.csv,"2. 3,733 brook trout planted in 65. ",10/61 ,1
BARRY_ALGONQUIN_MNGM_0003_1.csv,"4. 12,000 1. m. bass fing. stocked &  700 12"" muskellunge ",1/67 ,1
DELTA_SPRING_MNGM_0002_1.csv,2. Rainbows planted 1962 and 63. No  returns reported and no evaluation  netting accomplished. ,8/64 ,1
DELTA_SPRING_MNGM_0002_1.csv,3. Not planted since 1963. ,9/69 ,1
CALHOUN_SONOMA_MNGM_0003_1.csv,"1. Bluegills stocked 1939, 41, 43, 44 ",8/23/ ,1
DICKINSON_WARREN_MNGM_0001_1.csv,"4. Cont. Planting and production  summary for walleye rearing:  1972-100,000 w.eye fry; 1975-2,500,000  W. eye fry, 35,000 fing. 1976-500,000  W. eye fry, 20,000 fing.; 1977-450,000  w.eye fry, 1,600 fing.; 1978-500,000  w.eye fry, 38,000 fing. ",2/79 ,0
HOUGHTON_CLEAR_MNGM_0003_1.csv,18.cont'd 2500 rbw trt 18.2 cm  released 6/80 ,6/80 ,1
HOUGHTON_CLEAR_MNGM_0003_1.csv,19. .Netted 5/28/80. 77 b. trout  ave. 267 mm collected. Fish very  robust. Planting records indicate  b. trout not planted here follow-  ing 1976 treatment. ,5/80 ,0
MASON_BASS_MNGM_0001_1.csv,"4. Stocking done, 1970.  EVALUATION SURVEY NOT CONDUCTED  IN 1972. ITEM 4 NOT COMPLETED. ",12/71 ,0
SCHOOLCRAFT_MCINNES_MNGM_0002_1.csv,"5. 10,000 NOP fry stocked 5/80, plus  4,000 4/81 ",3/82 ,1
CHIPPEWA_SOLDIER_MNGM_0001_1.csv,"2. 25, 000 bluntnose minnows stocked  6/12/56 (FC) ",1956 ,1
CHIPPEWA_SOLDIER_MNGM_0001_1.csv,"5. Stocked as recommended 1956,  8,60(FC) ",1960 ,0
CHIPPEWA_SOLDIER_MNGM_0001_1.csv,9. Cancel  11a. Stocked 1000 (5.5-6.5) rainbow  12/16/66 (FC-Mgt) ,1966 ,0
CHIPPEWA_SOLDIER_MNGM_0001_1.csv,10. 129 bgill adults stocked 1967 ,1966 ,1
LUCE_ROSS_MNGM_0003_1.csv,2. No trout planted since 1944 ,1950 ,1
LUCE_ROSS_MNGM_0003_1.csv,"3. 5, 000(F) bluegill stocked 10/3/50  ( F C) ",1950 ,1
LUCE_ROSS_MNGM_0003_1.csv,4. .500(F) largemouth stocked fall  1956 (FC) ,1956 ,1
LUCE_ROSS_MNGM_0003_1.csv,"6. 456 (4-7"") yellow perch stocked  during Sept. & Oct. 1965 by Ken  Bryers, Newberry, under Permit  No. 13 8/19/65 (Mgt) (Fish transferred  from private lake in Sec. 21, T48N  Misc: This is a small lake with a large  of small perch. In high water  years spawning for Pike. Pike from Seney  down 1972. ",1965 ,1
KENT_SCRAM_MNGM_0002_1.csv,"5. Stocked with rainbow trout (17,000)  and 1. m. bass (1, 870) ",12/65 ,0
KENT_SCRAM_MNGM_0002_1.csv,6. 2000 fing. I. m. bass planted ,6/66 ,1
KENT_SCRAM_MNGM_0002_1.csv,"8. Lake planted with 1,000 brown  trout yearlings.  XQ 9. Disconti nued trout plants. ",5/68 ,1
ALGER_PICKEREL_MNGM_0001_1.csv,"7. 1,000 F pike stocked 5/20/85 ",,1
GRANDTRAVERSE_LONG_MNGM_0003_2.csv,"12. 75,000 walleye fry planted  in 1968. ",2/69 ,1
DELTA_SQUARE_MNGM_0001_1.csv,"3. Brook trout planted 1962, 1963  1964 ",12/65 ,1
DELTA_SQUARE_MNGM_0001_1.csv,6. Brook trout planted 11/10 and  12/19/66. One 7/6/67 brown trout  fing. planted due to lack of brook  trout stocks. ,7/68 ,1
HOUGHTON_CRYSTAL_MNGM_0001_2.csv,5. (cont) 2000 legal rainbow trout  planted in 1960 ,1960 ,1
HOUGHTON_CRYSTAL_MNGM_0001_2.csv,8. Winter creel census in 1960  indicates heavy utilization of  planted trout. ,3/60 ,1
HOUGHTON_CRYSTAL_MNGM_0001_2.csv,14. 7000 rainbow (+2. 0) released  7/67 ,7/67 ,1
HOUGHTON_CRYSTAL_MNGM_0001_2.csv,"17. 825 brn 1 4 5.2"" released 6/78. ",1/73 ,1
GOGEBIC_ORCHID_MNGM_0002_1.csv," limnologist indicates lake has layer  of trout water. Planting of finger-  ling and legal rainbow trout produced  good fishing.  1(cont) 2000 rainbows (3 3/4"") planted  in 1959  1 (cont) 2000 rainbows (2 1/4"") planted  in 1960  1 (cont) 2000 rainbows (3. 4"") planted  in 1961.  1 (cont) 1000 sublegal (5.4"") rainbows  planted in 1962  1 (cont) No plantings made in 1963  1 (cont) 2000 rainbow trout (+2. 3"")  planted in 1964 ",5-59 ,0
GOGEBIC_ORCHID_MNGM_0002_1.csv,6. 2000 yr. rainbow (+7. 6) released  7/67 ,10/63 ,1
OSCEOLA_SHORE_MNGM_0002_1.csv,1. Delete planting due to change  in program ,10/65 ,1
CHIPPEWA_VENDARSTAR_MNGM_0002_1.csv,1. Stocked 200 (L) brook trout ,10/58 ,0
CHIPPEWA_VENDARSTAR_MNGM_0002_1.csv,3. Stocked 100 (L) brook trout  annually (fall) 1959-60. ,10/60 ,0
LAPEER_WATTS_MNGM_0002_1.csv,"5. 1,000 1. m. bass fing. planted ",10/5/59 ,1
LAPEER_WATTS_MNGM_0002_1.csv,8. Stocking proceeding as scheduled ,6/66 ,0
CASS_MAGICIAN_MNGM_0001_1.csv,6. Walleye fry stocking begun in ,4/75 ,1
LUCE_WOLVERINE_MNGM_0001_1.csv,"3. Stocked as recommended: 1970,71 ",4/1972 ,0
NEWAYGO_BROOKS_MNGM_0002_1.csv,"1.0+ ppm. Restocked with bluegill  green sunfish hybrids, LM Bass,  channel catfish, N. Pike-Brown and  Rainbow trout as interim fishery. ",12/71 ,0
NEWAYGO_BROOKS_MNGM_0002_1.csv,5. Walleye fry stocked 1971. ,4/73 ,1
NEWAYGO_BAPTIST_MNGM_0003_2.csv,"16. 7,000 F 1. m. bass planted 1964 ",,1
ROSCOMMON_HIGGINS_MNGM_0004_1.csv,7. Trout planting was resumed in  1951 and fair returns are being made.  Lake trout program moderately  successful. Not many caught in mid  season. Few reports of rainbows. ,8/60 ,1
BARAGA_KEWEENAW_MNGM_0002_1.csv,"5. Brook trout introductions 1965.  10,000 legal (rt. pelv. finclipped)  11,332 fing. (dorsal fin clipped)  at Pequaming dock; 19, 339 fing.  at both L'Anse dock and L'Anse  quarry 16, 250 legals, 62,500 fing.  and 6, 400 sublegals at various  along Bay, all these rt. pel vic clipped.  Releases made 8/23 to 9/21, 1965 ",8/65 ,1
BARAGA_KEWEENAW_MNGM_0002_1.csv,6. Netting initiated 5/30/66 and  6/28/66; brook trout appear to be  close to planting sites; growth is mediocre. ,10/66 ,1
IRON_SPREE_MNGM_0001_1.csv,"2. Cont. Brook trout planting summary:  1971-300 Y; 1972-300 F; 1974-300 F;  1975-2,000 SF; 1976-750 FF; 1977-  400 FF; 1978-1,800 SF. ",2/79 ,1
KALKASKA_RAINBOW_MNGM_0003_2.csv,"15. Brook trout introduction made  in 1964., & rainbow planted  thereafter. ",5/71 ,1
KALKASKA_RAINBOW_MNGM_0003_2.csv,"17. 1970 & 71-Fair trout pop. but  definitely down from earlier yrs.  to determine cause. Warmwater pop.  increasing & night fishing of trout  become heavy. 1973-Trout pop. still  rather sparce. It appears that survival  of planted trout is poor due to  competition w/warmwater species.  of all species is good, however. ",3/79 ,1
LENAWEE_ONEMILE_MNGM_0003_1.csv,"1. Fishery survey 1929; rock bass,  and darters. Bluegills stocked  largemouth bass stocked 1940-41. ",1962 ,1
LENAWEE_ONEMILE_MNGM_0003_1.csv,"2. Stocked 1,000 fingerling northern  6/24/60. ",6/60 ,0
JACKSON_BRILL_MNGM_0001_1.csv,1. Stocking: bluegills 1937-45; ,,0
WASHTENAW_ARGO_MNGM_0004_1.csv,"1. Pond down to thread of stream when  treated with rotenone on 10/3/72.  results. Carp had predominated fishery.  Restocked with 854 fingerling walleyes,  fingerling s.m.bass on 10/12/72. 31,  bluegill X green sunfish and 970 (2.  rainbow trout adults stocked Nov. 1972. ",) ,0
GOGEBIC_MISHIKE_MNGM_0001_1.csv,"2. 1000 brook trout (+8. 2"") planted 1961  2(cont). 1000 brook trout (+7. 3"")  planted in 1962  2( (cont). 1000 brook trout (+7. 9"")  planted in 1963 ",9/61 ,1
GOGEBIC_MISHIKE_MNGM_0001_1.csv,"3. Anglers report seasonally excellent  fishing for 9"" -14"" brook trout.  2( cont) 500 brook trout (+9. 5"")  planted in 1964. ",10/62 ,1
GOGEBIC_MISHIKE_MNGM_0001_1.csv,"5. 2500 FF brook trout (+2. 4"")  planted 9/27/66 ",3/64 ,1
GOGEBIC_MISHIKE_MNGM_0001_1.csv,5. (cont) No fish planted in 1967 ,2/65 ,1
GOGEBIC_MISHIKE_MNGM_0001_1.csv,"9. Brook trout stocked 1970,1971 ",2/68 ,1
GOGEBIC_MISHIKE_MNGM_0001_1.csv,"5.7"") released 5/73 now average 13.8 ",12/71 ,1
JACKSON_CLARK_MNGM_0003_1.csv,"1. Stocking: bluegills 1938-45; l.m.  perch 1938, 39; walleyes 1937-40,  Lake mapped 1/52 by IFR.  Biol. inv. (IFR) 8/53. Took panfish,  bass, n. pike, bullhead, gar, forage ",1937-45 ,0
BRANCH_GILEAD_MNGM_0001_2.csv,8. Trout stocking discontinued 1970. ,1970 ,1
BRANCH_GILEAD_MNGM_0001_2.csv,9. 3300 SL 'bows stocked annually  1973 through 1976. ,1/12/77 ,1
SCHOOLCRAFT_HARCOURT_MNGM_0003_1.csv,"2. 1, ,000 (19) brook trout planted 1946 ",1946.0,1
KENT_HANNAH_MNGM_0002_1.csv,"2. Lake stocked with 2, 000(F)bluegills ",1956.0,1
MARQUETTE_MILLER_MNGM_0002_1.csv,"2. 8,000 S.M. Bass fry and 5,000  L. M. Bass fry planted in '66 only. ",12/68 ,1
JACKSON_GRASS_MNGM_0001_1.csv,"1. Stocking: bluegills 1937-42; 1. m.  perch 1937. Oxygen levels determined  during winters of 1948, 51, 52, 55,  60, 64.  Lake mapped 1/51 by IFR°  Bluegill scale samples collected  Growth at or below state average ",1937-44 ,0
JACKSON_PORTGAGE_MNGM_0001_2.csv,"10. Final stocking of 1100 yearling  rainbow trout, March, 1971. Trout  stocking program discontinued 1972. ",11/73 ,1
ALGER_ADDIS_MNGM_0001_2.csv,11. BKT stocked 1974-81 except 77 & ,12-81 ,1
GOGEBIC_TWIST_MNGM_0001_1.csv,"3. 730 S. m. bass (+6. 0"") planted  10/10/68 ",8/68 ,1
GOGEBIC_TWIST_MNGM_0001_1.csv,"5. 2,000 SMB planted 10/70. ",8/69 ,1
DICKINSON_NORWAY_MNGM_0003_1.csv,7. Discontinue trout planting until  dominant bluegill population is  eliminated. ,12/76 ,1
IRON_BALCOMB_MNGM_0002_1.csv,3. No further stocking done ,,1
CALHOUN_LYON_MNGM_0003_1.csv,1. Stocking: bluegills 1937-44; 1. m.  1938-44; perch 1938-39. ,1949 ,0
CALHOUN_LYON_MNGM_0003_1.csv,3. Rainbow trout stocked 1949-1956 ,9/52 ,1
CHIPPEWA_TROUTBROOK_MNGM_0002_1.csv,"2. Stocked with 1150 (L) brook  trout & 25,000 surplus finger-  lings during 1959 season and  900 (L) brook trout 1960 season. ",10/60 ,0
LUCE_BODI_MNGM_0002_1.csv, introduced 1937-41 see stocking  record. ,1948 ,1
LUCE_BODI_MNGM_0002_1.csv,2. 5000 (F) bluegills stocked 1950. ,1950 ,1
LUCE_BODI_MNGM_0002_1.csv,"6. Stocked 8000 (F) LM bass 1958  and 1960.  .8,000 & 6,000 LMB stocked 78  & 79; shocked 9/80 no surv.noted ",4/61 ,0
SCHOOLCRAFT_DODGE_MNGM_0003_1.csv,"2. Stocked with rainbow as recommended  1942, 43, 45 ",1946.0,0
SCHOOLCRAFT_DODGE_MNGM_0003_1.csv,"4. Reports from A. S. Hazzard that  nice catches of rainbow were more  in Dodge & Island lakes after plants  were made 1942-45,  5-6. No fish planted 1946-54 ",1948.0,1
ALLEGAN_SHEFFER_MNGM_0003_1.csv,"6. 13, 270 walleyes planted ",1/67 ,1
LIVINGSTON_WOODLAND_MNGM_0003_1.csv,"3. Stocked with 1, 080(3.6 n. pike ",6/57 ,0
LIVINGSTON_WOODLAND_MNGM_0003_1.csv,"11. 1, 500 tiger muskellunge as part  of warmwater fish program to  establish some trophy fishing lakes  in southern Michigan. avg. 94  stocked on 7/21/67 ",6/67 ,1
LIVINGSTON_WOODLAND_MNGM_0003_1.csv,"12.2,900 (6"") tiger muskies stocked  in July. ",2/69 ,1
ALGER_AUTRAIN_MNGM_0001_2.csv,"13. YP, WS & CS planted ",5/83 ,1
LUCE_PRATT_MNGM_0003_1.csv,6. Stocked 5000 (FF) splake 1968  Lake 5/71; sp lake ,1962 ,0
LUCE_PRATT_MNGM_0003_1.csv,"10. 1,250 RBT stocked 5-78 ",4/72 ,1
LUCE_PRATT_MNGM_0003_1.csv,"11. LMB stocked 78,79,81 ",83 ,1
LUCE_PRATT_MNGM_0003_1.csv,12. NOP stocked 78 ,83 ,1
LUCE_PRATT_MNGM_0003_1.csv,13. BLG stocked 78 and 79 ,83 ,1
LAPEER_BARBER_MNGM_0002_1.csv,2. Restocked as below:  10 e-legal L.M. bass planted. Fish  286 e-legal bluegills # if ,# ,0
CLARE_SHAMROCK_MNGM_0002_1.csv,"1. 2,000 rainbow stocked 7/16/62 ",7/62 ,1
CLARE_SHAMROCK_MNGM_0002_1.csv,"3. 4, 000 7.5"", legal rainbow  planted 9/25/62 ",10/62 ,1
